day,stagecode,artistcode,starttime,duration,caption,headercode
2,ju,doublejbroadcast,17:00,"",Double J Broadcast,20180315
3,mo,michaelfrantispearhead,22:15,"",Michael Franti & Spearhead,20180315
3,mo,thenewpowergeneration,20:15,"",The New Power Generation,20180315
3,mo,juanes,18:15,"",Juanes,20180315
3,mo,seujorge,16:30,"",Seu Jorge,20180315
3,mo,ryanmcmullan,15:00,"",Ryan McMullan,20180315
3,mo,littlegeorgia,13:30,"",Little Georgia,20180315
3,cr,theoriginalbluesbrothersband,22:00,"",The Original Blues Brothers Band,20180315
3,cr,jacksonbrowne,20:00,"",Jackson Browne,20180315
3,cr,jasonisbellandthe400unit,18:00,"",Jason Isbell and The 400 Unit,20180315
3,cr,leonbridges,16:30,"",Leon Bridges,20180315
3,cr,thewailers,15:00,"",The Wailers,20180315
3,cr,clarencebekker,13:30,"",Clarence Bekker,20180315
3,ja,lukasnelsonpromiseofthereal,22:30,"",Lukas Nelson & Promise of the Real,20180315
3,ja,dumpstaphunk,21:00,"",Dumpstaphunk,20180315
3,ja,harts,19:30,"",Harts,20180315
3,ja,conbrio,18:00,"",Con Brio,20180315
3,ja,harrymanx,16:30,"",Harry Manx,20180315
3,ja,miadyson,15:00,"",Mia Dyson,20180315
3,ja,stevesmyth,13:30,"",Steve Smyth,20180315
3,ja,hussyhicks,12:00,"",Hussy Hicks,20180315
3,de,afroceltsoundsystem,22:15,"",Afro Celt Sound System,20180315
3,de,cannedheat,20:30,"",Canned Heat,20180315
3,de,chain,19:00,"",Chain,20180315
3,de,andrecymone,17:30,"",Andre Cymone,20180315
3,de,caitibaker,16:00,"",Caiti Baker,20180315
3,de,citizencope,14:30,"",Citizen Cope,20180315
3,de,busking2018finalists,12:00,"",Busking 2018 Finalists,20180315
3,ju,thecaliforniahoneydrops,22:30,"",The California Honeydrops,20180315
3,ju,rickestrinthenightcats,21:00,"",Rick Estrin & The Nightcats,20180315
3,ju,williamcrighton,19:30,"",William Crighton,20180315
3,ju,shaunkirk,18:00,"",Shaun Kirk,20180315
4,mo,johnbutlertrio,22:15,"",John Butler Trio,20180315
4,mo,tashsultana,20:15,"",Tash Sultana,20180315
4,mo,ziggyalberts,18:15,"",Ziggy Alberts,20180315
4,mo,firstaidkit,16:15,"",First Aid Kit,20180315
4,mo,josegonzalez,14:45,"",Jose Gonzalez,20180315
4,mo,thecaliforniahoneydrops,13:15,"",The California Honeydrops,20180315
4,cr,sherylcrow,21:45,"",Sheryl Crow,20180315
4,cr,melissaetheridge,19:45,"",Melissa Etheridge,20180315
4,cr,seal,18:15,"",Seal,20180315
4,cr,seujorge,16:30,"",Seu Jorge,20180315
4,cr,miadyson,15:00,"",Mia Dyson,20180315
4,cr,claytondoleysbayoubillabong,13:30,"",Clayton Doley's Bayou Billabong,20180315
4,ja,morcheeba,22:30,"",Morcheeba,20180315
4,ja,ragnboneman,21:00,"",Rag 'n' Bone Man,20180315
4,ja,lukasnelsonpromiseofthereal,19:30,"",Lukas Nelson & Promise of the Real,20180315
4,ja,ericgales,18:00,"",Eric Gales,20180315
4,ja,waltertrout,16:30,"",Walter Trout,20180315
4,ja,afroceltsoundsystem,15:00,"",Afro Celt Sound System,20180315
4,ja,dogtrumpet,13:30,"",Dog Trumpet,20180315
4,ja,ryanmcmullan,12:00,"",Ryan McMullan,20180315
4,de,thewailers,22:30,"",The Wailers,20180315
4,de,dumpstaphunk,21:00,"",Dumpstaphunk,20180315
4,de,benjaminbooker,19:30,"",Benjamin Booker,20180315
4,de,hanlonbrothers,18:00,"",Hanlon Brothers,20180315
4,de,theteskeybrothers,16:30,"",The Teskey Brothers,20180315
4,de,stevesmyth,15:00,"",Steve Smyth,20180315
4,de,williamcrighton,13:30,"",William Crighton,20180315
4,de,2018buskingcompetitionwinner,12:15,"",2018 Busking Competition Winner,20180315
4,ju,bobbyrush,22:30,"",Bobby Rush,20180315
4,ju,caitibaker,21:00,"",Caiti Baker,20180315
4,ju,clarencebekker,19:30,"",Clarence Bekker,20180315
4,ju,bobbyrush,18:00,"",Bobby Rush,20180315
4,ju,hussyhicks,16:30,"",Hussy Hicks,20180315
5,mo,lionelrichie,20:00,"",Lionel Richie,20180315
5,mo,chicfeaturingnilerodgers,18:00,"",Chic featuring Nile Rodgers,20180315
5,mo,dansultan,16:30,"",Dan Sultan,20180315
5,mo,bennywalker,15:00,"",Benny Walker,20180315
5,mo,missreneesimone,13:30,"",Miss Renee Simone,20180315
5,cr,michaelfrantispearhead,20:00,"",Michael Franti & Spearhead,20180315
5,cr,jimmycliff,18:00,"",Jimmy Cliff,20180315
5,cr,thewailers,16:30,"",The Wailers,20180315
5,cr,conbrio,15:00,"",Con Brio,20180315
5,cr,hayleygrace,13:30,"",Hayley Grace,20180315
5,ja,morcheeba,21:00,"",Morcheeba,20180315
5,ja,lukasnelsonpromiseofthereal,19:30,"",Lukas Nelson & Promise of the Real,20180315
5,ja,benjaminbooker,18:00,"",Benjamin Booker,20180315
5,ja,waltertrout,16:30,"",Walter Trout,20180315
5,ja,miadyson,15:00,"",Mia Dyson,20180315
5,ja,shaunkirk,13:30,"",Shaun Kirk,20180315
5,ja,claytondoleysbayoubillabong,12:00,"",Clayton Doley's Bayou Billabong,20180315
5,de,rickestrinthenightcats,22:30,"",Rick Estrin & The Nightcats,20180315
5,de,ericgales,21:00,"",Eric Gales,20180315
5,de,chain,19:30,"",Chain,20180315
5,de,citizencope,18:00,"",Citizen Cope,20180315
5,de,harrymanx,16:30,"",Harry Manx,20180315
5,de,stevesmyth,15:00,"",Steve Smyth,20180315
5,de,caitibaker,13:30,"",Caiti Baker,20180315
5,de,2018buskinggrommetcompetitionwinner,12:15,"",2018 Busking Grommet Competition Winner,20180315
5,ju,thecaliforniahoneydrops,22:30,"",The California Honeydrops,20180315
5,ju,dumpstaphunk,21:00,"",Dumpstaphunk,20180315
5,ju,clarencebekker,19:30,"",Clarence Bekker,20180315
5,ju,dogtrumpet,18:00,"",Dog Trumpet,20180315
5,ju,williamcrighton,16:30,"",William Crighton,20180315
5,ju,ryanmcmullan,15:00,"",Ryan McMullan,20180315
5,ju,balibluesbrothers,13:30,"",Bali Blues Brothers,20180315
5,ju,localareahighschoolshowcase,12:00,"",Local Area High School Showcase,20180315
